0,LeverettFreshmanMale,LeverettFreshmanFemale,LeverettSophomoreMale,LeverettSophomoreFemale,LeverettJuniorMale,LeverettJuniorFemale,LeverettSeniorMale,LeverettSeniorFemale,KirklandFreshmanMale,KirklandFreshmanFemale,KirklandSophomoreMale,KirklandSophomoreFemale,KirklandJuniorMale,KirklandJuniorFemale,KirklandSeniorMale,KirklandSeniorFemale,CabotFreshmanMale,CabotFreshmanFemale,CabotSophomoreMale,CabotSophomoreFemale,CabotJuniorMale,CabotJuniorFemale,CabotSeniorMale,CabotSeniorFemale,LowellFreshmanMale,LowellFreshmanFemale,LowellSophomoreMale,LowellSophomoreFemale,LowellJuniorMale,LowellJuniorFemale,LowellSeniorMale,LowellSeniorFemale,AdamsFreshmanMale,AdamsFreshmanFemale,AdamsSophomoreMale,AdamsSophomoreFemale,AdamsJuniorMale,AdamsJuniorFemale,AdamsSeniorMale,AdamsSeniorFemale,DunsterFreshmanMale,DunsterFreshmanFemale,DunsterSophomoreMale,DunsterSophomoreFemale,DunsterJuniorMale,DunsterJuniorFemale,DunsterSeniorMale,DunsterSeniorFemale,MatherFreshmanMale,MatherFreshmanFemale,MatherSophomoreMale,MatherSophomoreFemale,MatherJuniorMale,MatherJuniorFemale,MatherSeniorMale,MatherSeniorFemale,WinthropFreshmanMale,WinthropFreshmanFemale,WinthropSophomoreMale,WinthropSophomoreFemale,WinthropJuniorMale,WinthropJuniorFemale,WinthropSeniorMale,WinthropSeniorFemale,PforzheimerFreshmanMale,PforzheimerFreshmanFemale,PforzheimerSophomoreMale,PforzheimerSophomoreFemale,PforzheimerJuniorMale,PforzheimerJuniorFemale,PforzheimerSeniorMale,PforzheimerSeniorFemale,CurrierFreshmanMale,CurrierFreshmanFemale,CurrierSophomoreMale,CurrierSophomoreFemale,CurrierJuniorMale,CurrierJuniorFemale,CurrierSeniorMale,CurrierSeniorFemale,QuincyFreshmanMale,QuincyFreshmanFemale,QuincySophomoreMale,QuincySophomoreFemale,QuincyJuniorMale,QuincyJuniorFemale,QuincySeniorMale,QuincySeniorFemale,EliotFreshmanMale,EliotFreshmanFemale,EliotSophomoreMale,EliotSophomoreFemale,EliotJuniorMale,EliotJuniorFemale,EliotSeniorMale,EliotSeniorFemale,WigglesworthFreshmanMale,WigglesworthFreshmanFemale,WigglesworthSophomoreMale,WigglesworthSophomoreFemale,WigglesworthJuniorMale,WigglesworthJuniorFemale,WigglesworthSeniorMale,WigglesworthSeniorFemale,HolworthyFreshmanMale,HolworthyFreshmanFemale,HolworthySophomoreMale,HolworthySophomoreFemale,HolworthyJuniorMale,HolworthyJuniorFemale,HolworthySeniorMale,HolworthySeniorFemale,ThayerFreshmanMale,ThayerFreshmanFemale,ThayerSophomoreMale,ThayerSophomoreFemale,ThayerJuniorMale,ThayerJuniorFemale,ThayerSeniorMale,ThayerSeniorFemale,WeldFreshmanMale,WeldFreshmanFemale,WeldSophomoreMale,WeldSophomoreFemale,WeldJuniorMale,WeldJuniorFemale,WeldSeniorMale,WeldSeniorFemale,MatthewsFreshmanMale,MatthewsFreshmanFemale,MatthewsSophomoreMale,MatthewsSophomoreFemale,MatthewsJuniorMale,MatthewsJuniorFemale,MatthewsSeniorMale,MatthewsSeniorFemale,HurlbutFreshmanMale,HurlbutFreshmanFemale,HurlbutSophomoreMale,HurlbutSophomoreFemale,HurlbutJuniorMale,HurlbutJuniorFemale,HurlbutSeniorMale,HurlbutSeniorFemale,ApleyFreshmanMale,ApleyFreshmanFemale,ApleySophomoreMale,ApleySophomoreFemale,ApleyJuniorMale,ApleyJuniorFemale,ApleySeniorMale,ApleySeniorFemale,PennypackerFreshmanMale,PennypackerFreshmanFemale,PennypackerSophomoreMale,PennypackerSophomoreFemale,PennypackerJuniorMale,PennypackerJuniorFemale,PennypackerSeniorMale,PennypackerSeniorFemale,HollisFreshmanMale,HollisFreshmanFemale,HollisSophomoreMale,HollisSophomoreFemale,HollisJuniorMale,HollisJuniorFemale,HollisSeniorMale,HollisSeniorFemale,LionelFreshmanMale,LionelFreshmanFemale,LionelSophomoreMale,LionelSophomoreFemale,LionelJuniorMale,LionelJuniorFemale,LionelSeniorMale,LionelSeniorFemale,Mass HallFreshmanMale,Mass HallFreshmanFemale,Mass HallSophomoreMale,Mass HallSophomoreFemale,Mass HallJuniorMale,Mass HallJuniorFemale,Mass HallSeniorMale,Mass HallSeniorFemale,GraysFreshmanMale,GraysFreshmanFemale,GraysSophomoreMale,GraysSophomoreFemale,GraysJuniorMale,GraysJuniorFemale,GraysSeniorMale,GraysSeniorFemale,CanadayFreshmanMale,CanadayFreshmanFemale,CanadaySophomoreMale,CanadaySophomoreFemale,CanadayJuniorMale,CanadayJuniorFemale,CanadaySeniorMale,CanadaySeniorFemale,GreenoughFreshmanMale,GreenoughFreshmanFemale,GreenoughSophomoreMale,GreenoughSophomoreFemale,GreenoughJuniorMale,GreenoughJuniorFemale,GreenoughSeniorMale,GreenoughSeniorFemale,MowerFreshmanMale,MowerFreshmanFemale,MowerSophomoreMale,MowerSophomoreFemale,MowerJuniorMale,MowerJuniorFemale,MowerSeniorMale,MowerSeniorFemale,StoughtonFreshmanMale,StoughtonFreshmanFemale,StoughtonSophomoreMale,StoughtonSophomoreFemale,StoughtonJuniorMale,StoughtonJuniorFemale,StoughtonSeniorMale,StoughtonSeniorFemale,StrausFreshmanMale,StrausFreshmanFemale,StrausSophomoreMale,StrausSophomoreFemale,StrausJuniorMale,StrausJuniorFemale,StrausSeniorMale,StrausSeniorFemale
17C,0,0,7,4,11,3,10,4,0,0,12,1,7,3,7,1,0,0,11,6,4,2,2,7,0,0,3,7,11,5,5,1,0,0,3,6,8,5,3,3,0,0,6,4,7,6,8,4,0,0,5,5,4,3,3,2,0,0,6,5,7,2,6,5,0,0,8,2,6,3,3,2,0,0,6,7,4,0,6,3,0,0,10,6,8,3,2,4,0,0,7,6,11,3,4,6,11,8,0,0,0,0,0,0,2,4,0,0,0,0,0,0,5,7,0,0,0,0,0,0,10,3,0,0,0,0,0,0,6,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,15,8,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,6,0,0,0,0,0,0
17D,0,0,16,10,14,9,10,9,0,0,9,8,14,12,9,9,0,0,17,10,15,9,4,7,0,0,5,8,10,7,8,11,0,0,13,17,6,9,18,14,0,0,11,7,13,14,9,12,0,0,11,5,9,7,12,14,0,0,8,9,11,10,12,14,0,0,7,13,6,9,3,7,0,0,10,3,10,11,7,3,0,0,14,8,8,9,18,14,0,0,15,11,9,5,9,9,13,18,0,0,0,0,0,0,7,5,0,0,0,0,0,0,10,7,0,1,0,0,0,0,19,10,0,0,0,0,0,0,8,13,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,1,0,0,0,0,0,0,7,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,13,0,0,0,0,0,0,18,18,0,0,0,0,1,0,8,9,0,0,0,0,0,1,6,3,0,0,0,0,0,0,6,4,0,0,0,0,0,0,9,10,0,0,0,0,0,0
17E,0,0,12,10,10,9,9,5,0,0,9,12,3,10,7,8,0,0,9,8,10,8,12,8,0,0,10,6,9,7,13,6,0,0,6,12,16,8,15,10,0,0,9,7,8,10,7,8,0,1,9,15,11,5,11,5,0,0,8,5,11,9,12,3,0,0,13,12,16,13,2,9,0,0,19,10,9,3,11,6,0,0,7,13,18,11,17,13,0,0,7,10,12,6,16,11,22,13,0,0,0,0,0,0,9,7,0,0,0,0,0,0,13,15,0,0,0,0,0,0,12,11,0,0,0,0,0,0,17,8,0,0,0,1,0,0,2,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,22,20,0,0,0,0,0,0,8,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,1,0,0,0,0,0,0,4,5,0,0,0,0,0,0
18A,0,0,18,16,15,11,14,10,0,0,10,13,17,10,12,5,0,0,15,12,9,9,7,10,0,0,9,3,17,14,13,7,0,0,14,14,23,13,12,9,0,0,13,7,12,13,10,10,0,0,8,15,18,9,8,10,0,0,12,15,20,10,11,10,0,0,7,14,6,8,6,3,0,0,16,11,13,14,7,9,0,0,10,7,11,9,21,8,0,0,14,16,16,9,11,13,32,13,0,0,0,0,0,0,13,11,0,0,0,0,0,0,15,13,0,1,0,0,0,0,26,15,0,0,0,0,0,0,26,12,0,0,0,1,0,0,11,10,0,0,0,0,0,0,6,2,0,0,0,0,0,1,11,14,0,0,0,0,0,0,9,10,0,0,0,0,0,0,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,30,23,0,0,0,0,0,0,10,7,0,0,0,0,0,0,2,2,0,0,0,0,0,0,9,2,0,0,0,0,0,0,11,10,0,0,0,0,0,0
18B,0,0,12,17,14,18,12,9,0,0,15,10,6,13,6,8,0,0,10,8,8,9,9,6,0,0,10,9,12,7,14,14,0,0,5,12,11,13,11,13,0,0,8,14,5,12,8,6,0,1,8,9,14,6,10,9,0,0,9,7,8,11,10,5,0,0,8,11,12,14,2,7,0,0,9,6,5,13,16,9,0,0,12,8,11,10,13,11,0,0,6,8,10,5,7,9,14,15,0,0,0,0,0,0,7,6,0,0,0,0,0,0,12,12,0,0,0,0,0,0,15,7,0,0,0,0,0,0,7,14,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,14,3,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,12,0,0,0,0,0,0,16,20,0,0,0,0,0,0,9,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,7,6,0,0,0,0,0,0
18C,0,0,6,1,4,4,5,4,0,0,2,4,2,4,5,3,0,0,5,4,6,5,2,5,0,0,4,4,5,5,2,2,0,0,2,4,5,7,4,2,0,0,2,6,5,1,3,5,0,0,4,5,3,4,1,0,0,0,4,1,0,6,3,3,0,0,2,3,2,5,0,3,0,0,5,6,4,3,3,2,0,0,5,5,4,3,8,11,0,0,5,5,2,7,6,7,6,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,4,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,10,2,0,0,0,0,0,0,5,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0
18D,0,0,9,12,15,2,14,5,0,0,8,6,7,11,9,7,0,0,9,6,13,5,2,8,0,0,6,7,16,6,11,6,0,0,11,10,5,8,19,9,0,0,12,6,16,7,8,15,0,0,9,7,11,5,13,10,0,0,11,6,10,3,13,5,0,0,14,9,12,5,6,10,0,0,11,7,9,4,10,1,0,0,13,10,16,10,16,9,0,0,9,9,16,8,18,5,9,8,0,0,0,0,0,0,2,5,0,0,0,0,0,0,12,4,0,0,0,0,0,0,10,5,0,0,0,0,0,0,7,8,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,22,11,0,0,0,0,1,0,9,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,5,7,1,0,0,0,0,0
18E,0,0,4,5,6,2,8,6,0,0,9,3,10,6,7,3,0,0,10,6,8,4,6,5,0,0,3,8,6,7,9,6,0,0,9,11,5,6,13,5,0,0,4,5,5,5,8,6,0,0,10,11,1,3,7,6,0,0,7,6,6,3,6,10,0,0,6,6,8,10,1,7,0,0,9,6,5,6,2,2,0,0,6,7,10,14,1,14,0,0,10,9,10,6,8,1,12,15,0,0,0,0,0,0,6,7,0,0,0,0,0,0,15,11,0,0,0,0,0,0,13,9,0,0,0,0,0,0,7,11,0,0,0,0,0,0,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,0,0,9,13,0,0,0,0,0,0,7,6,0,0,0,0,0,0,4,6,0,0,0,0,0,0,7,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0
19A,0,0,6,5,7,1,1,3,0,0,5,2,5,4,2,0,0,0,3,5,2,3,3,1,0,0,5,3,2,2,6,5,0,0,6,6,7,5,6,5,0,0,2,5,5,8,4,2,0,0,3,6,5,2,3,1,0,0,14,13,20,15,23,14,0,0,2,4,6,8,3,3,0,0,4,6,5,4,1,2,0,0,3,6,9,3,10,7,0,0,5,8,10,4,5,3,8,4,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,4,3,0,0,0,0,0,0,6,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,4,7,0,0,0,0,0,0,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
19B,0,0,5,4,9,10,6,7,0,0,3,5,5,5,6,1,0,0,9,4,4,4,5,5,0,0,3,4,2,6,2,1,0,0,4,14,5,9,4,5,0,0,5,4,3,6,6,3,0,1,3,7,7,3,5,3,0,0,3,2,6,4,4,1,0,0,2,4,5,5,1,3,0,0,3,3,1,2,5,2,0,0,12,2,7,8,7,4,0,0,6,2,6,1,7,6,11,9,0,0,0,0,0,0,5,6,0,0,0,0,0,0,15,7,0,0,0,0,0,0,9,5,0,0,0,0,0,0,6,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,5,0,0,0,0,0,0,12,12,0,0,0,0,0,0,5,3,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0
19C,0,0,21,14,18,8,16,8,0,0,20,11,17,16,17,6,0,0,20,7,19,7,10,11,0,0,10,6,19,10,15,16,0,0,12,11,15,7,27,8,0,0,12,11,14,7,13,9,0,0,16,16,12,6,13,12,0,0,14,10,8,4,4,5,0,0,11,13,9,8,4,5,0,0,19,8,13,11,12,7,0,0,14,14,20,20,12,12,0,0,15,11,18,11,24,6,24,11,0,0,0,0,0,0,4,6,0,0,0,0,0,0,8,8,0,1,0,0,0,0,17,10,0,0,0,0,0,0,21,16,0,0,0,0,0,0,8,8,0,0,0,0,0,0,5,0,0,0,0,0,0,1,8,9,0,0,0,0,0,0,5,4,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,7,0,0,0,0,0,0,31,15,0,0,0,0,0,0,15,6,0,0,0,0,0,0,2,2,0,0,0,0,0,0,6,2,0,0,0,0,0,0,12,5,1,0,0,0,0,0
19D,0,0,11,24,15,10,20,14,0,0,12,16,5,17,9,17,0,0,11,17,9,14,5,12,0,0,9,15,18,16,14,9,0,0,14,11,13,19,12,14,0,0,13,15,14,14,7,23,0,0,12,9,13,11,11,13,0,0,6,8,5,9,6,12,0,0,14,16,13,15,4,15,0,0,16,14,11,20,14,11,0,0,10,10,14,10,20,24,0,0,10,16,11,11,7,17,13,18,0,0,0,0,0,0,10,12,0,0,0,0,0,0,20,15,0,0,0,0,0,0,19,16,0,0,0,0,0,0,12,13,0,0,0,1,0,0,7,10,0,0,0,0,0,0,2,2,0,0,0,0,0,0,9,9,0,0,0,0,0,0,8,11,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,0,0,0,0,18,25,0,0,0,0,1,0,12,6,0,0,0,0,0,0,5,5,0,0,0,0,0,0,8,9,0,0,0,0,0,0,7,17,0,0,0,0,0,0
19E,0,0,6,4,5,8,10,2,0,0,4,2,10,2,5,2,0,0,6,3,10,4,3,5,0,0,5,3,15,5,12,4,0,0,5,9,9,7,10,6,0,0,7,3,7,3,7,5,0,0,5,9,10,5,7,6,0,0,6,2,5,1,6,1,0,0,8,6,7,6,3,4,0,0,8,5,6,3,6,1,0,0,7,5,2,5,10,6,0,0,8,10,9,8,7,3,17,17,0,0,0,0,0,0,6,4,0,0,0,0,0,0,8,9,0,0,0,0,0,0,20,6,0,0,0,0,0,0,5,6,0,0,0,0,0,0,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,5,2,0,0,0,0,0,0,3,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,6,11,0,0,0,0,0,0,22,10,0,0,0,0,0,0,4,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,7,3,0,0,0,0,0,0
20A,0,0,2,3,7,3,6,2,0,0,5,2,2,2,5,1,0,0,6,2,1,2,4,6,0,0,2,4,4,5,6,1,0,0,4,8,4,1,2,1,0,0,3,4,2,1,2,6,0,0,6,5,5,3,2,3,0,0,5,4,4,1,3,4,0,0,3,3,3,3,0,1,0,0,2,2,2,3,3,1,0,0,6,2,1,7,5,1,0,0,3,4,1,2,5,2,8,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,1,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,6,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0
20B,0,0,19,12,8,7,13,11,0,0,12,9,13,11,12,7,0,0,18,11,12,9,6,6,0,0,10,4,12,8,12,8,0,0,13,10,15,13,16,14,0,0,10,8,13,6,13,9,0,1,12,4,11,6,11,6,0,0,7,10,13,12,11,9,0,0,15,9,12,13,5,5,0,0,18,12,13,7,10,5,0,0,13,11,14,7,20,12,0,0,12,10,21,9,18,12,20,10,0,0,0,0,0,0,9,4,0,0,0,0,0,0,16,12,0,0,0,0,0,0,19,8,0,0,0,0,0,0,11,5,0,0,0,0,0,0,5,5,0,0,0,0,0,0,4,2,0,0,0,0,0,0,6,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,19,13,0,0,0,0,0,0,12,3,0,0,0,0,0,1,3,1,0,0,0,0,0,0,4,2,0,0,0,0,0,0,7,3,0,0,0,0,0,0
20C,0,0,13,16,16,11,16,10,0,0,11,15,14,13,13,5,0,0,14,10,14,8,2,9,0,0,5,10,26,12,15,9,0,0,13,12,9,9,24,7,0,0,10,11,19,11,9,11,0,0,12,17,15,3,14,8,0,0,13,10,13,6,18,8,0,0,7,10,12,5,5,8,0,0,11,8,6,14,8,4,0,0,12,9,12,8,13,17,0,0,15,15,16,12,12,9,17,23,0,0,0,0,0,0,10,9,0,0,0,0,0,0,18,9,0,0,0,0,0,0,26,14,0,0,0,0,0,0,23,13,0,0,0,1,0,0,9,5,0,0,0,0,0,0,6,1,0,0,0,0,0,0,14,8,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,14,0,0,0,0,0,0,36,19,0,0,0,0,1,0,12,9,0,0,0,0,0,0,6,5,0,0,0,0,0,0,11,4,0,0,0,0,0,0,9,5,0,0,0,0,0,0
20D,0,0,6,4,5,5,4,2,0,0,2,4,2,7,2,3,0,0,4,4,4,5,4,3,0,0,5,5,5,3,5,10,0,0,8,6,5,6,2,5,0,0,1,3,1,8,2,4,0,0,1,8,2,6,1,4,0,0,6,3,4,3,3,5,0,0,6,10,3,7,2,5,0,0,7,5,4,5,5,3,0,0,2,4,6,8,10,8,0,0,1,9,5,3,6,5,5,5,0,0,0,0,0,0,3,6,0,0,0,0,0,0,6,9,0,0,0,0,0,0,7,8,0,0,0,0,0,0,4,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,0,0,0,0,0,0,10,16,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0
20E,0,0,9,16,18,11,14,9,0,0,14,6,11,11,7,10,0,0,7,9,13,8,10,10,0,0,10,8,9,11,11,7,0,0,3,15,16,18,15,11,0,0,15,12,8,12,11,12,0,0,8,13,14,9,11,14,0,0,12,8,10,11,8,7,0,0,6,11,10,14,3,11,0,0,12,9,11,11,12,10,0,0,13,11,19,16,11,15,0,0,13,9,11,9,9,7,23,18,0,0,0,0,0,0,9,8,0,0,0,0,0,0,14,10,0,1,0,0,0,0,12,9,0,0,0,0,0,0,3,15,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,11,11,0,0,0,0,0,0,6,8,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,10,0,0,0,0,0,0,19,15,0,0,0,0,0,0,5,5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,5,8,0,0,0,0,0,0,8,7,1,0,0,0,0,0
21A,0,0,5,13,13,13,9,7,0,0,11,5,10,14,6,5,0,0,3,4,6,10,6,9,0,0,4,8,17,6,12,9,0,0,10,11,6,13,16,9,0,0,6,8,12,6,12,7,0,0,6,10,5,4,12,10,0,0,5,9,13,6,16,4,0,0,8,13,7,6,4,12,0,0,17,8,7,8,6,4,0,0,9,6,9,13,14,13,0,0,7,13,12,10,17,9,14,8,0,0,0,0,0,0,3,5,0,0,0,0,0,0,7,10,0,1,0,0,0,0,12,12,0,0,0,0,0,0,10,10,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,5,7,0,0,0,0,0,0,6,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,24,7,0,0,0,0,1,0,7,8,0,0,0,0,0,0,2,6,0,0,0,0,0,0,6,2,0,0,0,0,0,0,5,4,0,0,0,0,0,0
21B,0,0,3,6,0,2,6,5,0,0,5,5,8,6,4,4,0,0,6,3,7,4,1,4,0,0,2,3,7,4,3,3,0,0,6,7,3,3,4,4,0,0,4,6,2,4,1,8,0,0,2,8,6,4,6,5,0,0,8,3,6,4,2,5,0,0,4,4,5,6,4,5,0,0,0,6,3,11,2,2,0,0,4,6,5,4,5,11,0,0,4,7,10,4,2,3,3,12,0,0,0,0,0,0,5,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,5,7,0,0,0,0,0,0,5,8,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,1,4,0,0,0,0,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,9,13,0,0,0,0,0,0,6,4,0,0,0,0,0,1,2,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,5,1,0,0,0,0,0
21C,0,0,4,5,10,5,6,4,0,0,5,7,0,5,2,3,0,0,6,8,3,4,2,3,0,0,3,5,5,3,4,2,0,0,5,6,8,7,7,4,0,0,5,6,6,10,2,8,0,0,2,7,8,4,1,2,0,0,4,6,6,6,3,8,0,0,3,9,2,3,4,3,0,0,6,3,6,3,3,2,0,0,5,9,8,9,7,9,0,0,10,5,4,4,5,6,9,5,0,0,0,0,0,0,5,10,0,0,0,0,0,0,5,2,0,0,0,0,0,0,9,4,0,0,0,0,0,0,5,8,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,3,0,0,0,0,0,0,12,8,0,0,0,0,0,0,4,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,5,6,0,0,0,0,0,0
21D,0,0,25,23,18,14,25,11,0,0,11,12,15,11,19,9,0,0,21,19,20,7,13,9,0,0,18,11,16,19,19,15,0,0,11,18,28,13,20,13,0,0,15,13,15,13,16,14,0,1,22,11,21,11,15,14,0,0,16,13,10,10,12,10,0,0,16,15,21,23,3,9,0,0,17,13,16,12,21,9,0,0,18,12,18,14,27,16,0,0,15,16,19,13,20,11,32,27,0,0,0,0,0,0,13,9,0,0,0,0,0,0,34,19,0,0,0,0,0,0,35,12,0,0,0,0,0,0,20,13,0,0,0,0,0,0,7,8,0,0,0,0,0,0,3,3,0,0,0,0,0,0,15,6,0,0,0,0,0,0,5,8,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,19,0,0,0,0,0,0,29,32,0,0,0,0,0,0,16,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,14,12,0,0,0,0,0,0
21E,0,0,12,4,13,3,7,7,0,0,12,7,9,8,8,5,0,0,13,2,8,7,4,9,0,0,5,4,11,7,11,6,0,0,9,9,4,11,12,8,0,0,9,5,8,5,6,5,0,0,7,11,7,4,5,4,0,0,10,4,9,7,10,6,0,0,6,2,5,4,0,1,0,0,10,6,4,6,6,6,0,0,10,4,12,6,6,4,0,0,8,6,9,4,6,6,15,7,0,0,0,0,0,0,5,4,0,0,0,0,0,0,7,5,0,0,0,0,0,0,8,5,0,0,0,0,0,0,10,8,0,0,0,1,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,13,9,0,0,0,0,0,0,7,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0
22A,0,0,10,6,9,7,13,4,0,0,7,5,11,4,7,4,0,0,9,5,2,5,4,7,0,0,4,2,9,5,9,4,0,0,5,8,2,7,6,2,0,0,4,4,8,7,7,3,0,0,6,7,7,3,7,2,0,0,7,5,7,10,7,8,0,0,4,7,3,2,1,8,0,0,8,3,1,6,4,2,0,0,9,6,7,9,16,9,0,0,8,6,6,4,5,4,11,13,0,0,0,0,0,0,7,5,0,0,0,0,0,0,7,4,0,0,0,0,0,0,12,7,0,0,0,0,0,0,7,7,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,13,10,0,0,0,0,0,0,7,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0
